Artist,Album,Author,Date,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Genre 9,Genre 10,Genre 11,Genre 12,Genre 13,Genre 14,Genre 15,Genre 16,Genre 17,Genre 18,Genre 19,Genre 20,Genre 21,Genre 22,Rating,DR Score,Label,Comments
White Stones,Dancing Into Oblivion,L. Saunders,"September 2, 2021",Death Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,2.5,10,Nuclear Blast,16
Nunslaughter,Red Is the Color of Ripping Death,El Cuervo,"September 1, 2021",Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,3,6,Hells Headbangers Records,22
Tuesday the Sky,The Blurred Horizon,Huck N Roll,"September 1, 2021",Post-Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,2.5,9,Metal Blade Records,13
Antediluvian,The Divine Punishment,Dear Hollow,"September 1, 2021",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,3.5,9,Nuclear War Now! Productions,15
Sermon of Flames,"I Have Seen the Light, and It Was Repulsive",Dear Hollow,"August 31, 2021",Black Metal,Death Metal,Electronica Metal,Industrial Metal,Noise,,,,,,,,,,,,,,,,,,3.5,6,"I, Voidhanger Records",27
Thyrfing,Vanagandr,GardensTale,"August 31, 2021",Viking Metal,,,,,,,,,,,,,,,,,,,,,,3,7,Despotz Records,28
Heathen Rites,Heritage,Cherd of Doom,"August 31, 2021",,,,,,,,,,,,,,,,,,,,,,,2,8,Svart Records,6
Portrait,At One with None,Dr. A.N. Grier,"August 30, 2021",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,3.5,5,Metal Blade Records,36
Fluisteraars,Gegrepen door de geest der zielsontluiking,Twelve,"August 30, 2021",,,,,,,,,,,,,,,,,,,,,,,3,8,Eisenwald Records,26
Wormwitch,Wolf Hex,Felagund,"August 29, 2021",Black Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,,3,6,Prosthetic Records,33
Headshrinker,Callous Indifference,Steel Druhm,"August 28, 2021",Death Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,4,9,Self-Released,34
Oxygen Destroyer,Sinister Monstrosities Spawned by the Unfathomable Ignorance of Humankind,Holdeneye,"August 28, 2021",Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,3.5,12,Redefining Darkness Records,25
Hour of 13,Black Magick Rites,Steel Druhm,"August 27, 2021",Doom Metal,,,,,,,,,,,,,,,,,,,,,,2.5,5,Shadow Kingdom Records,38
Wormwood,Arkivet,Akerblogger,"August 27, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,2,8,Black Lodge Records,31
Hooded Menace,The Tritonus Bell,Ferrous Beuller,"August 27, 2021",Death Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,3,11,Season of Mist,70
Sun of the Suns,TIIT,GardensTale,"August 26, 2021",Death Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,3.5,6,Scarlet Records,34
Osi and the Jupiter,Stave,Carcharodon,"August 26, 2021",Folk,,,,,,,,,,,,,,,,,,,,,,4,6,Eisenwald Records,55
The Slow Death,Siege,TheKenWord,"August 25, 2021",Death Metal,Doom Metal,Funeral Doom,,,,,,,,,,,,,,,,,,,,3,9,Transcending Obscurity Records,19
Our Place of Worship Is Silence,"Disavowed, and Left Hopeless",Grymm,"August 24, 2021",Black Metal,Hardcore,Sludge,,,,,,,,,,,,,,,,,,,,3.5,5,Translation Loss Records,30
Comet Control,Inside the Sun,Huck N Roll,"August 24, 2021",,,,,,,,,,,,,,,,,,,,,,,2.5,7,Tee Pee Records,13
Deafheaven,Infinite Granite,Doom_et_Al,"August 23, 2021",,,,,,,,,,,,,,,,,,,,,,,2,5,Sargent House,132
Arcane Existence,Colossus,Emya,"August 23, 2021",Black Metal,Death Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,,,3.5,5,Self-Released,59
Gloop,Crayon Sun,Dear Hollow,"August 22, 2021",Blues,Punk,,,,,,,,,,,,,,,,,,,,,3,5,Grimoire Records,14
Ravendust,The Gold of the Aura,Doom_et_Al,"August 21, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,2.5,7,Self-Released,12
Legions of the Night,Sorrow is the Cure,Carcharodon,"August 20, 2021",Power Metal,,,,,,,,,,,,,,,,,,,,,,3,5,Pride & Joy Music,10
Witchcryer,When Their Gods Come for You,Steel Druhm,"August 20, 2021",Doom Metal,Occult Rock,,,,,,,,,,,,,,,,,,,,,3.5,11,Ripple Music,25
Devoid of Thought,Outer World Graves,Dear Hollow,"August 19, 2021",Death Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,,,2.5,5,Everlasting Spew Records,40
Mythopoeic Mind,Hatchling,Twelve,"August 19, 2021",Progressive Rock,,,,,,,,,,,,,,,,,,,,,,2,10,Apollon Records,18
Bonehunter,Dark Blood Reincarnation System,Dr. A.N. Grier,"August 18, 2021",,,,,,,,,,,,,,,,,,,,,,,3.5,6,Hells Headbangers Records,56
Fearancy,Daemonium,Twelve,"August 18, 2021",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,2,6,MDD Records,10
Malossi,Blanke Barter,Huck N Roll,"August 17, 2021",Stoner,,,,,,,,,,,,,,,,,,,,,,3,7,Rob Mules Records,22
Wolves in the Throne Room,Primordial Arcana,Doom_et_Al,"August 17, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,3.5,7,Relapse Records,75
Killing,Face the Madness,El Cuervo,"August 16, 2021",Thrash Metal,,,,,,,,,,,,,,,,,,,,,,3,5,Mighty Music,20
Black Swamp Water,Awakening,Dr. A.N. Grier,"August 16, 2021",Hard Rock,Southern Metal,,,,,,,,,,,,,,,,,,,,,3,10,Mighty Music,19
Fleshbore,Embers Gathering,Cherd of Doom,"August 15, 2021",Death Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,,,3,5,Innerstrength Records,37
Viserion,Natural Selection,Felagund,"August 14, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,0.5,8,Self-Released,50
Vaelmyst,Secrypts of the Egochasm,Carcharodon,"August 13, 2021",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,3.5,7,Self-Released,45
Prestige,Reveal the Ravage,Steel Druhm,"August 13, 2021",Thrash Metal,,,,,,,,,,,,,,,,,,,,,,3,8,Massacre Records,22
Infex,Burning in Exile,Steel Druhm,"August 12, 2021",Thrash Metal,,,,,,,,,,,,,,,,,,,,,,2.5,6,Self-Released,30
Ænigmatum,Deconsecrate,TheKenWord,"August 12, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,9,20 Buck Spin,53
Bohemyst,Čerň A Smrt,Dear Hollow,"August 11, 2021",Black Metal,Death Metal,Doom Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,3,5,Petrichor Records,17
Unreqvited,Beautiful Ghosts,Carcharodon,"August 11, 2021",Ambient Metal,,,,,,,,,,,,,,,,,,,,,,3.5,7,Prophecy Productions,30
Burial in the Sky,The Consumed Self,Kronos,"August 10, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,4,Rising Nemesis Records,29
Alchemy of Flesh,Ageless Abominations,Holdeneye,"August 10, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,5,Redefining Darkness Records,69
Rot Away,Nothing is Good,Felagund,"August 9, 2021",Hardcore,Thrash Metal,,,,,,,,,,,,,,,,,,,,,3,6,Last Mile Records,20
Diskord,Degenerations,L. Saunders,"August 9, 2021",Death Metal,Experimental Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,4,10,Transcending Obscurity Records,39
Crypt Crawler,Future Usurper,Steel Druhm,"August 6, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,7,Self-Released,22
Decrepisy,Emetic Communion,Steel Druhm,"August 5, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,6,Chaos Records,24
Nothing Noble,Modern Dismay,Dear Hollow,"August 5, 2021",Djent,Metalcore,,,,,,,,,,,,,,,,,,,,,1.5,8,Prime Collective,9
Dimman,Songs and Tales of Grievance,Twelve,"August 4, 2021",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,3,8,Inverse Records,23
Netherbird,Arete,Doom_et_Al,"August 4, 2021",Black Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,,3,12,Eisenwald Records,34
King Woman,Celestial Blues,Cherd of Doom,"August 3, 2021",Doom Metal,Post-Metal,Sludge,,,,,,,,,,,,,,,,,,,,3.5,6,Relapse Records,41
Groza,The Redemptive End,Dear Hollow,"August 3, 2021",Atmospheric Black Metal,Black Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,3,7,AOP Records,35
Eastern High,Halo,GardensTale,"August 2, 2021",Gothic Metal,Metalcore,Progressive Metal,,,,,,,,,,,,,,,,,,,,3.5,6,Self-Released,27
Karloff,The Appearing,Diabolus in Muzaka,"August 2, 2021",,,,,,,,,,,,,,,,,,,,,,,2.5,7,Dying Victims Productions,10
Amnessia Eterna,Malditos,Dr. A.N. Grier,"July 31, 2021",Thrash Metal,,,,,,,,,,,,,,,,,,,,,,3,7,Brutal Records,40
Moon Reaper,Descent,Dear Hollow,"July 30, 2021",Black Metal,Deathcore,Doom Metal,Gothic Metal,Groove Metal,Metalcore,,,,,,,,,,,,,,,,,3,5,Self-Released,20
Blacksword,Alive Again,Steel Druhm,"July 30, 2021",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,3,5,No Remorse Records,31
Lotus Thrones,Lovers in Wartime,Huck N Roll,"July 29, 2021",,,,,,,,,,,,,,,,,,,,,,,2.5,6,Disorder Recordings,6
Arna,Dragged to a Lunar Grave,Doom_et_Al,"July 29, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,,,,49
Agrypnie,Metamorphosis,Dear Hollow,"July 28, 2021",Black Metal,Gothic Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,1.5,6,Art of Propaganda Records,16
Expunged,Into Never Shall,Steel Druhm,"July 28, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,10,Hells Headbangers Records,31
Praise the Plague,The Obsidian Gate,Grymm,"July 27, 2021",Black Metal,Doom Metal,Sludge,,,,,,,,,,,,,,,,,,,,3.5,6,Lifeforce Records,16
Galvanizer,Prying Sight of Imperception,Diabolus in Muzaka,"July 27, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,9,Everlasting Spew Records,13
Archangel A.D.,Casus Belli,GardensTale,"July 26, 2021",Thrash Metal,,,,,,,,,,,,,,,,,,,,,,2,7,Self-Released,14
Lantlôs,Wildhund,El Cuervo,"July 26, 2021",Alt-Metal,Post-Metal,,,,,,,,,,,,,,,,,,,,,3,7,Prophecy Productions,27
Crypt Monarch,The Necronaut,Twelve,"July 25, 2021",Doom Metal,Stoner Metal,,,,,,,,,,,,,,,,,,,,,2.5,7,Electric Valley Records,14
Mama Doom,Ash Bone Skin N Stone,Felagund,"July 24, 2021",Doom Metal,Heavy Metal,Occult Rock,,,,,,,,,,,,,,,,,,,,3.5,,Majestic Mountain Records,19
Hexenklad,Heathenheart,Steel Druhm,"July 23, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,2.5,5,CDN Records,34
Planet of the Dead,Pilgrims,Huck N Roll,"July 23, 2021",Doom Metal,Sludge,Stoner Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Self-Released,6
Cognitive,Malevolent Thoughts of a Hastened Extinction,GardensTale,"July 22, 2021",Deathcore,Technical Death Metal,,,,,,,,,,,,,,,,,,,,,3,6,Unique Leader Records,19
Epoch of Chirality,Nucleosynthesis,TheKenWord,"July 22, 2021",Heavy Metal,Instrumental Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,2,7,Self-Released,9
Rebellion,We Are the People,Steel Druhm,"July 21, 2021",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,2,6,Massacre Records,26
Death Tribe,Beyond the Red Light District: A Canal Experiment,Doom_et_Al,"July 21, 2021",Death Metal,Doom Metal,Groove Metal,,,,,,,,,,,,,,,,,,,,3,6,Blood Blast Distribution,17
Cavern Deep,Cavern Deep,Grymm,"July 20, 2021",Doom Metal,,,,,,,,,,,,,,,,,,,,,,2.5,8,Interstellar Smoke Records,11
Yngwie Malmsteen,Parabellum,Dr. A.N. Grier,"July 20, 2021",Power Metal,,,,,,,,,,,,,,,,,,,,,,2.5,10,Music Theories Recordings,60
Leila Abdul-Rauf,Phantasiai,Twelve,"July 19, 2021",Ambient Metal,,,,,,,,,,,,,,,,,,,,,,2,8,Cyclic Law,12
Dungeon Serpent,World of Sorrows,Diabolus in Muzaka,"July 18, 2021",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,9,Nameless Grave Records,22
Hinsides,Under Betlehems brinnande stjärna,Cherd of Doom,"July 17, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,8,Regain Records,18
Vouna,Atropos,Dear Hollow,"July 16, 2021",Atmospheric Black Metal,Black Metal,Doom Metal,Dungeon Synth,,,,,,,,,,,,,,,,,,,3.5,9,Profound Lore Records,37
Lower Automation,Lower Automation,Kronos,"July 16, 2021",Hardcore,Mathcore,Noise,Punk,,,,,,,,,,,,,,,,,,,3.5,6,Zegema Beach Records,25
Inhuman Architects,Paradoxus,El Cuervo,"July 15, 2021",Deathcore,Technical Death Metal,,,,,,,,,,,,,,,,,,,,,1.5,4,Vicious Instinct Records,17
Bottomless,Bottomless,Steel Druhm,"July 15, 2021",,,,,,,,,,,,,,,,,,,,,,,2.5,11,Spikerot Records,31
Vomit Ritual,Callous,Diabolus in Muzaka,"July 14, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,6,Pulverised Records,13
Vandor,On a Moonlit Night,TheKenWord,"July 14, 2021",Power Metal,,,,,,,,,,,,,,,,,,,,,,3.5,8,Scarlet Records,41
Fell Harvest,Pale Light in a Dying World,El Cuervo,"July 13, 2021",Doom Metal,,,,,,,,,,,,,,,,,,,,,,2.5,6,Self-Released,12
Crescent,Carving the Fires of Akhet,Ferrous Beuller,"July 13, 2021",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,,,,50
Kambrium,Synthetic ERA,GardensTale,"July 11, 2021",Melodic Death Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,2,5,Reaper Entertainment,26
Elderblood,Achrony,Dear Hollow,"July 10, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,7,Drakkar Productions,88
Qrixkuor,Poison Palinopsia,TheKenWord,"July 9, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,4,8,Dark Descent Records,59
Domination Campaign,Onward to Glory,Twelve,"July 8, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,5,Prosthetic Records,12
Psychic Hit,Solutio,Huck N Roll,"July 8, 2021",Hard Rock,Psychedelic Rock,,,,,,,,,,,,,,,,,,,,,2,7,Seeing Red Records,32
Rat King,Omen,Steel Druhm,"July 7, 2021",Doom Metal,,,,,,,,,,,,,,,,,,,,,,2,5,Self-Released,25
Musk Ox,Inheritance,sentynel,"July 7, 2021",Folk,,,,,,,,,,,,,,,,,,,,,,4,10,Self-Released,33
Olórin,Through Shadow and Flame,Felagund,"July 7, 2021",Doom Metal,,,,,,,,,,,,,,,,,,,,,,2,10,Rafchild Records,42
Polemicist,Return of the Sophist,Grymm,"July 6, 2021",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,4,7,Hessian Firm,29
Burning Darkness,Dödens Makt,Carcharodon,"July 6, 2021",Death Metal,Heavy Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,3.5,10,Non Serviam Records,26
Anthropophagus Depravity,Apocalypto,Dear Hollow,"July 5, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,2,4,Comatose Music,13
Alustrium,A Monument to Silence,L. Saunders,"July 5, 2021",Death Metal,Progressive Death,Progressive Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,4,6,Unique Leader Records,35
Nocturnal Hollow,Triumphantly Evil,Steel Druhm,"July 4, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,10,Self-Released,6
Bizarrekult,Vi Overlevde,Dr. A.N. Grier,"July 3, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,3.5,5,Petrichor Records,66
Diabolizer,Khalkedonian Death,Holdeneye,"July 2, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,4,3,Everlasting Spew Records,50
Lost in Grey,Under the Surface,GardensTale,"July 2, 2021",Symphonic Metal,,,,,,,,,,,,,,,,,,,,,,2.5,8,Reaper Entertainment,18
At The Gates,The Nightmare of Being,Ferrous Beuller,"July 1, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,5,Century Media,73
Hellish Form,Remains,Cherd of Doom,"July 1, 2021",Doom Metal,Drone,Funeral Doom,Noise,Sludge,,,,,,,,,,,,,,,,,,3.5,6,Translation Loss Records,21
Stress Angel,Bursting Church,Steel Druhm,"June 30, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,7,,24
Mannveira,Vitahringur,Doom_et_Al,"June 30, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,2.5,10,Dark Descent Records,34
Drawn and Quartered,Congregation Pestilence,Diabolus in Muzaka,"June 29, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,5,Krucyator Productions,11
Noctambulist,The Barren Form,Dear Hollow,"June 29, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,8,Willowtip Records,24
Felled,The Intimate Earth,TheKenWord,"June 28, 2021",Atmospheric Black Metal,Black Metal,Folk Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,3,5,Transcending Obscurity Records,20
Thy Catafalque,Vadak,Dr. Wvrm,"June 28, 2021",,,,,,,,,,,,,,,,,,,,,,,4,9,Season of Mist,60
Seance Of,The Colour of Magick,Carcharodon,"June 27, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,,,,26
Cerebral Rot,Excretion of Mortality,Ferrous Beuller,"June 26, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,10,20 Buck Spin,22
Suidakra,Wolfbite,Dr. A.N. Grier,"June 25, 2021",Folk Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,3.5,5,MDD Records,15
Neker,Slower,GardensTale,"June 25, 2021",Doom Metal,Sludge,Southern Metal,,,,,,,,,,,,,,,,,,,,3,6,Time to Kill Records,21
Siderean,Lost on Void’s Horizon,Holdeneye,"June 25, 2021",Death Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,2.5,8,Edged Circle Productions,51
Irae,Dangerovs Magick Zpells from the Mesziah of Death,Dear Hollow,"June 24, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,1,3,Signal Rex,24
Pestilence,Exitivm,Steel Druhm,"June 24, 2021",Death Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,2.5,6,Agonia Records,38
Tommy Concrete,Hexenzirkel,GardensTale,"June 24, 2021",Experimental Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,1.5,7,Howling Invocations,16
Bossk,Migration,Carcharodon,"June 23, 2021",Ambient Metal,Drone,Post-Metal,,,,,,,,,,,,,,,,,,,,4.5,6,Deathwish Inc.,67
Cathexis,Untethered Abyss,Diabolus in Muzaka,"June 23, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,9,Willowtip Records,20
Withered,Verloren,Doom_et_Al,"June 23, 2021",Death Metal,Doom Metal,Sludge,,,,,,,,,,,,,,,,,,,,2.5,10,Season of Mist,19
Varego,Varego,GardensTale,"June 22, 2021",Progressive Metal,Sludge,,,,,,,,,,,,,,,,,,,,,2.5,6,Self-Released,12
Tragedy and Triumph,Where Mountains Rise and Hearts Fall,Cherd of Doom,"June 22, 2021",,,,,,,,,,,,,,,,,,,,,,,2,6,Self-Released,31
Kollapse,Sult,TheKenWord,"June 22, 2021",Hardcore,Post-Hardcore,Post-Metal,,,,,,,,,,,,,,,,,,,,3,8,Fysisk Format,22
Sundrowned,Become Ethereal,El Cuervo,"June 21, 2021",,,,,,,,,,,,,,,,,,,,,,,2,6,Fysisk Format,13
The Day of the Beast,Indisputably Carnivorous,Dear Hollow,"June 21, 2021",Black Metal,Melodic Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,2.5,6,Prosthetic Records,9
The Absence,Coffinized,L. Saunders,"June 21, 2021",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,6,M-Theory Audio,12
Bloodbeat,Process of Extinction,Twelve,"June 20, 2021",Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,2.5,6,Inverse Records,9
Sunken State,Solace in Solitude,Dr. A.N. Grier,"June 19, 2021",Melodic Death Metal,Metalcore,,,,,,,,,,,,,,,,,,,,,2.5,5,Plug Music Agency,7
Pharaoh,The Powers That Be,Steel Druhm,"June 18, 2021",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,3.5,7,Cruz Del Sur Music,40
Thūn,Thūn,Huck N Roll,"June 18, 2021",Death Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,3,10,Eat Lead and Die Music,8
Eye of Purgatory,The Lighthouse,Felagund,"June 18, 2021",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,3,,Transcending Obscurity Records,43
Orphan Donor,Unraveled,Carcharodon,"June 17, 2021",Mathcore,,,,,,,,,,,,,,,,,,,,,,2.5,5,Zegema Beach Records,9
Demon Incarnate,Leaves of Zaqqum,Holdeneye,"June 17, 2021",Doom Metal,Hard Rock,,,,,,,,,,,,,,,,,,,,,2,7,Metalville,18
Helloween,Helloween,Steel Druhm,"June 17, 2021",Power Metal,,,,,,,,,,,,,,,,,,,,,,3.5,8,Nuclear Blast,88
Fear Factory,Aggression Continuum,Steel Druhm,"June 15, 2021",Death Metal,Industrial Metal,,,,,,,,,,,,,,,,,,,,,3,7,Nuclear Blast,75
Ossaert,Pelgrimsoord,Dear Hollow,"June 15, 2021",Black Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,3,9,Argento Records,13
Firienholt,By the Waters of Awakening,TheKenWord,"June 14, 2021",Atmospheric Black Metal,Dungeon Synth,,,,,,,,,,,,,,,,,,,,,2.5,7,Naturmacht Productions,20
Moanhand,Present Serpent,Grymm,"June 14, 2021",Black Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,2.5,7,Burning Shine,19
Passéisme,Eminence,Doom_et_Al,"June 13, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,5,Antiq Records,22
Son of Sam,And the Monster Awoke…,Dr. A.N. Grier,"June 12, 2021",Heavy Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,4,8,Self-Released,71
Lucifer’s Hammer,The Trip,Steel Druhm,"June 11, 2021",Heavy Metal,NWOBHM,,,,,,,,,,,,,,,,,,,,,3,7,High Roller Records,13
King Buffalo,The Burden of Restlessness,GardensTale,"June 11, 2021",Progressive Metal,Stoner Metal,,,,,,,,,,,,,,,,,,,,,4,10,,32
Distant,Aeons of Oblivion,L. Saunders,"June 10, 2021",Death Metal,Deathcore,Slam,,,,,,,,,,,,,,,,,,,,2.5,5,Unique Leader Records,17
Flotsam and Jetsam,Blood in the Water,Ferrous Beuller,"June 10, 2021",Thrash Metal,,,,,,,,,,,,,,,,,,,,,,3,6,AFM Records,23
Grief Collector,En Delirium,Holdeneye,"June 10, 2021",Doom Metal,,,,,,,,,,,,,,,,,,,,,,3,8,Petrichor Records,29
Starlight Ritual,Sealed in Starlight,Steel Druhm,"June 9, 2021",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,3.5,7,Temple of Mystery,38
Winter Eternal,Land of Darkness,El Cuervo,"June 9, 2021",Melodic Black Metal,,,,,,,,,,,,,,,,,,,,,,2.5,8,Hells Headbangers Records,25
Eremit,Bearer of Many Names,Grymm,"June 8, 2021",Doom Metal,Sludge,,,,,,,,,,,,,,,,,,,,,2,5,Transcending Obscurity Records,24
Portal,Avow,Dear Hollow,"June 8, 2021",Black Metal,Death Metal,Experimental Metal,,,,,,,,,,,,,,,,,,,,4.5,7,Profound Lore Records,109
Red Fang,Arrows,Carcharodon,"June 8, 2021",Stoner,,,,,,,,,,,,,,,,,,,,,,2.5,8,Relapse Records,39
Seputus,Phantom Indigo,Kronos,"June 7, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,5,Willowtip Records,23
Atrium,Ancient Spells,Dear Hollow,"June 7, 2021",Atmospheric Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,2.5,6,Signal Rex,14
Inhuman Condition,Rat°God,Steel Druhm,"June 7, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,8,Listenable Records,69
Wooden Veins,In Finitude,Twelve,"June 6, 2021",Doom Metal,,,,,,,,,,,,,,,,,,,,,,2,7,The Vinyl Division,29
Somnuri,Nefarious Wave,Cherd of Doom,"June 5, 2021",Sludge,,,,,,,,,,,,,,,,,,,,,,4,5,Blues Funeral,17
Desaster,Churches Without Saints,Steel Druhm,"June 4, 2021",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,3,7,Metal Blade Records,19
Black Moon Mother,Illusions Under the Sun,Doom_et_Al,"June 4, 2021",Doom Metal,Shoegaze,,,,,,,,,,,,,,,,,,,,,3.5,7,Petrichor Records,32
Boss Keloid,Family the Smiling Thrush,Huck N Roll,"June 4, 2021",Progressive Metal,Stoner Rock,,,,,,,,,,,,,,,,,,,,,4,8,Ripple Music,30
Noctule,Wretched Abyss,Dear Hollow,"June 3, 2021",Atmospheric Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,3,7,Translation Loss Records,36
Hannes Grossmann,To Where the Light Retreats,Holdeneye,"June 3, 2021",Death Metal,Progressive Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,,3.5,8,Self-Released,52
The Vicious Head Society,Extinction Level Event,GardensTale,"June 3, 2021",Progressive Metal,,,,,,,,,,,,,,,,,,,,,,3,9,Self-Released,18
Hellryder,The Devil Is a Gambler,Dr. A.N. Grier,"June 2, 2021",Hard Rock,Heavy Metal,,,,,,,,,,,,,,,,,,,,,2.5,5,ROAR! Rock of Angels Records,18
Portal,Hagbulbia,Kronos,"June 2, 2021",Death Metal,Noise,,,,,,,,,,,,,,,,,,,,,3.5,7,Profound Lore Records,117
Drift into Black,Patterns of Light,Doom_et_Al,"June 1, 2021",Doom Metal,,,,,,,,,,,,,,,,,,,,,,2,7,Self-Released,33
Killing Addiction,Mind of a New God,Diabolus in Muzaka,"June 1, 2021",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,7,Xtreem Music,38
Ascète,Calamities et Calamités,Twelve,"June 1, 2021",Black Metal,,,,,,,,,,,,,,,,,,,,,,2.5,9,Antiq Records,20
Perturbator,Lustful Sacraments,Emya,"May 31, 2021",Synthwave,,,,,,,,,,,,,,,,,,,,,,3.5,6,Blood Music,142
Sectlinefor,Kissing Strangers During an Outbreak,Felagund,"May 30, 2021",Electronica Metal,,,,,,,,,,,,,,,,,,,,,,3,9,Independent,107
The Wring,Project Cipher,sentynel,"May 29, 2021",Progressive Rock,,,,,,,,,,,,,,,,,,,,,,2.5,6,Self-Released,20
Bleeth,Harbinger,Carcharodon,"May 28, 2021",Post-Metal,,,,,,,,,,,,,,,,,,,,,,2.5,6,Seeing Red Records,19
Majestic Downfall,Aorta,L. Saunders,"May 28, 2021",Death Metal,Doom Metal,Funeral Doom,,,,,,,,,,,,,,,,,,,,3,6,Personal Records,4
Silver Talon,Decadence and Decay,Dr. A.N. Grier,"May 28, 2021",,,,,,,,,,,,,,,,,,,,,,,4,6,M-Theory Audio,83
